Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78
,, (trimestre),,,, (trimestre),,,, (trimestre),,,,(trimestre),,,,(trimestre),,,,(trimestre),,,,(trimestre),,,,(trimestre),,,,(trimestre),,,,(trimestre),,,,(trimestre),,,,(trimestre),,,,(trimestre),,,,(trimestre),,,,(trimestre),,,,(trimestre),,,,(trimestre),,,,(trimestre),,,,(trimestre),,,,
,,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,4º,1º,2º,3º,,
,TOTAL NACIONAL,94.59,104.14,113.24,109.45,121.92,126.87,135.23,135.85,130.75,135.94,136.83,166.73,150.83,147.47,148.41,146.36,131.82,122.02,117.13,129.27,122.6,119.2,120.45,144.55,118.59,148.83,103.7,144.9,130.61,117.56,118.06,106.93,104.89,101.99,108.35,105.15,89.38,76.69,92.89,84.31,90.98,77.81,90.5,93.48,88.95,88.29,91.67,84.88,81.12,89.62,83.54,79.05,94.8,89.66,95.09,86.68,86.65,90.21,85.57,78.14,86.66,93.23,92.51,100.2,88.6,87.02,82.85,89.35,86.5,92.52,90.21,97.75,108.45,106.6,103.34,-3.1,14.6
,Andalucía,72.1,110.48,102.47,81.78,97.29,86.04,108.37,100.46,94.46,106.68,102.1,144.9,136.51,125.65,124.28,128.51,124.04,116.14,106.41,127.19,117.1,124.9,106.81,106.89,128.79,131.59,116.75,123.94,133.81,104.43,94.52,129.97,94.39,118.27,108.18,106.61,82.36,74.09,128.39,92.96,121.65,87.56,112.99,110.6,104.09,104.64,106.92,85.84,95.44,104.86,104.84,99.11,102.49,114.53,113.92,99.33,110.75,98.82,100.6,111.94,97.58,115.06,116.71,141.81,109.28,89.81,89.46,98.44,114.04,111.75,106.64,113.92,133.47,120.3,123.51,2.7,15.8
,Almería           ,102.38,149.27,124.06,152.43,97.38,111.54,141.77,101.56,116.95,117.73,94.51,n.s.,156.43,149.61,153.39,134.02,130.3,154.39,143.26,168.82,159.5,147.4,147.84,93.52,178.96,182.98,100.78,148.69,201.92,101.82,88.72,94.84,87.92,162.44,158.19,151.94,n.s.,143.79,114.72,77.99,91.65,114.16,148.88,136.61,n.s.,95.14,n.s.,n.s.,78.6,85.09,77.57,105.62,73.54,77.28,47.01,118.09,84.7,96.91,49.59,n.s.,87.47,57.49,80.38,86.76,n.s.,74.07,n.s.,66.92,57.93,42.06,67.43,68.61,65.1,124.26,n.s.,.,.
,Cádiz             ,67.74,57.61,93.59,101.13,177.22,133.53,142.67,n.s.,145.8,n.s.,145.88,n.s.,139.03,140.54,165.51,n.s.,158.13,n.s.,139.45,n.s.,n.s.,.,n.s.,291.47,306.33,165.35,n.s.,n.s.,n.s.,n.s,n.s.,191.04,n.s.,260.75,128.68,n.s.,n.s.,n.s.,196.75,63.39,182.88,n.s.,.,.,n.s.,n.s.,n.s.,n.s.,n.s.,.,n.s.,.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,78.14,n.s.,n.s.,n.s.,n.s.,n.s.,.,.,168.26,n.s,125.28,n.s.,n.s.,n.s.,242.91,n.s.,.,.
,Córdoba           ,45.16,56.19,52.73,49.96,81.24,103.97,79.06,98.08,81.46,103.67,80.38,93.27,89.37,108.03,n.s.,123.49,103.86,74.39,100.95,79.75,86.6,82.2,110.01,57.54,84.31,90.58,103.56,65.88,83.46,96.97,59.41,95.35,87.4,62.43,105.92,95.35,89.17,63.05,100,82.8,73.34,71.4,83.25,98.79,82.11,93.34,106.71,64.96,81.42,71.34,120.48,122.48,73.51,114.02,83,81.03,94.67,90.13,72.33,101.91,91.23,121.07,93.31,78.92,108.96,104.56,108.13,126.81,117.61,114.84,114.15,109.61,131.77,109.81,80.78,-26.4,-29.2
,Granada           ,64.27,78.15,79.44,95.34,80.45,108.18,90.54,148.18,94.38,106.61,106.32,147.75,152.26,133.38,113.37,128.43,110.51,118.72,108.47,91.44,113.4,127,91.36,123.93,111.44,127.72,125.91,192.75,128.65,77.56,84.32,93.19,103.08,111.01,108.71,100.08,55.77,92.51,106.49,86.75,89.12,84.14,68.33,69.11,75.31,94.61,62.28,89.87,62.83,90.48,66.29,88.94,96.95,91.56,86.91,93.33,98.98,92.05,113.32,99.39,101.5,65.84,97.31,129.36,92.63,78.9,55.71,106.35,98.47,90.11,100.88,106.25,131.33,112.9,96.56,-14.5,-4.3
,Huelva            ,63.83,98.27,59.32,88.58,96.94,67.57,56.75,69.11,88.86,86.45,92.74,n.s.,70.75,n.s.,94.1,94.5,111.36,104.92,112.09,111.07,122.4,106.7,111.78,101.12,74.66,106.49,57.09,150.97,94.26,58.3,96.96,113.18,62.1,100.61,79.37,101.51,99.62,29.82,64.06,61.48,88.57,n.s.,88.15,103.86,84.23,86.89,56.29,90.65,53.27,37.46,n.s.,38.2,78.87,n.s.,n.s.,n.s.,n.s.,76.42,45.39,n.s.,40.11,86.2,79.79,61.1,.,.,.,n.s.,.,29.85,n.s.,61.32,.,48.09,n.s.,.,.
,Jaén              ,62.49,65.91,66.33,63.64,76.85,68.39,81.1,71.04,79.96,81.25,93.69,100.82,122.72,111.48,91.35,87.76,98.08,102,87.32,97.13,100.8,111.8,99.36,102.32,108.22,131.41,95.05,113.99,99.08,101.66,91.25,139.76,89.5,103.19,103.32,80.4,92.15,50.65,97.87,89.63,88.09,89.6,70.65,86.84,102.64,91,89.52,54.63,70.76,81.32,99.14,92.54,93.52,87.33,74.35,69.76,111.17,74.5,105.44,89.35,88.54,110.25,112.35,104.02,86.79,77.17,89.47,74.62,100.9,122.31,73.85,89.45,89.56,85.22,109.1,28,47.7
,Málaga            ,67.47,66.56,75.47,86.33,97.29,107.07,116.54,107.11,103.3,119.13,109.15,164.08,144.91,140.62,125.91,150.58,147.46,124.9,122.96,166.16,166.1,171.5,138.91,136.19,151.4,157.66,167.46,158.43,158.68,165.3,141.53,163.5,136.25,121.24,146.61,128.51,84.37,129.25,200.53,160.53,164.34,119.95,185.42,143.53,160.34,161.36,176.36,175.05,158.08,156.71,156.49,173.4,156.82,193.3,185.04,151.11,152.44,134.13,118.1,138.66,139.69,190.3,154.09,201.48,138.31,110.18,118.95,138.05,139.25,130.84,136.48,155.11,239.24,176.53,171.22,-3,25.5
,Sevilla           ,72.15,135.19,143.39,69.48,106.93,67.03,122.74,78.02,90.29,99.84,110.84,136.65,134.32,113.76,131.98,130.86,138.59,125.62,104,103.81,84.1,107.3,92.56,114.18,128.42,135.38,106.35,101.57,131.13,82.5,78.68,135.46,91.2,95.73,82.24,99.58,83.83,113.12,79.57,69.85,118.08,56.43,119.14,82.66,90.34,85.9,68.03,91.4,84.84,112.61,98.06,80.25,96.11,100.12,88.31,77.89,90.85,96.21,126.25,101.8,108.09,126.21,123.98,106.26,118.19,86.77,106.19,58.26,118.19,107.03,111.46,97.95,66.65,104.65,105.1,0.4,-5.7
,Aragón,101.87,107.39,115.06,133.9,150.91,140.84,139.35,166.72,174.07,161.9,143.63,181.35,151.76,131.47,143.64,120.73,127.4,96.71,116.06,115.18,110.6,108.4,119.57,83.18,97.8,137.27,166.25,124.19,117.36,131.21,120.77,121.37,64.38,66.98,106.86,112.66,64.06,78.85,39.68,126.56,40.33,61.14,68.99,48.02,51.7,81.05,84.65,74.44,87.7,73.59,84.9,83.12,85.15,49.68,81.17,71.82,82.91,69.63,52.15,78.09,79.67,90.77,65.72,74.59,87.9,67.42,92.14,99.38,68.57,83.97,81.38,83.03,64.31,99.59,116.06,16.5,42.6
,Huesca            ,79.75,58.66,66.91,70.96,100.99,77.99,79.18,60.4,58.86,79.74,73.07,n.s.,83.96,59.17,66.2,70.15,n.s.,55.65,84.84,89.92,n.s.,93.9,n.s.,52.56,99.86,39.18,132.82,89.78,157.87,133.93,n.s.,n.s.,71.91,101.53,124.36,96.25,29.46,n.s.,n.s.,109.8,49.32,57.27,75.29,n.s.,76.61,n.s.,91.79,99.3,124.65,80.21,124.9,114.98,122.47,n.s.,105.72,106.08,84.79,64.84,82.47,98.03,91.02,105.2,82.64,61.22,103.72,n.s.,102.7,84.78,61.97,83.11,139.74,98.5,68.26,168.18,184.95,10,32.4
,Teruel            ,67.26,33.44,53.01,74.51,61.65,106.88,80.92,56.91,78.81,81.81,71.24,90.37,82.36,n.s.,84.82,83.61,94.15,74.76,73.25,75.87,71,77.2,87.51,96.99,75.33,71.06,63.62,n.s.,45.18,77.55,n.s.,78.84,67.25,n.s.,n.s.,n.s.,79.1,82.7,n.s.,n.s.,39.34,n.s.,54.96,66.67,n.s.,n.s.,n.s.,n.s.,n.s.,52.54,n.s.,n.s.,61.69,n.s.,n.s.,32.44,n.s.,57.77,14.74,n.s.,67.77,51.56,n.s.,112.04,n.s.,n.s.,n.s.,111.42,61.78,87.35,61.87,94.39,34.55,61.12,113.24,85.3,83
,Zaragoza          ,128.84,139.77,139.83,168.77,171.15,175.55,159.74,189.94,197.1,187.32,166.96,206.6,163.09,155.72,159.01,147.32,132.03,108.04,124.9,136.12,132,129.1,126.6,107.35,118.1,179.06,190.15,144.69,115.83,173.12,116.68,147.9,59.87,n.s.,n.s.,135,n.s.,88.79,67.99,n.s.,35.06,56.42,69.87,45.55,38.74,47.09,64.31,65.93,64.07,83.39,25.5,65.54,61.09,47.31,48.85,68.12,96.07,82.3,34.31,80.04,76.92,100.67,63.62,69.86,72.74,50.58,93.52,104.4,73.86,84.34,74.08,72.14,73.36,66.56,69.88,5,-5.7
,Asturias (Principado de ),118.61,137.5,62.26,n.s.,56.12,124.25,44.75,n.s.,n.s.,70.8,n.s.,n.s.,92.25,116.79,90.13,89.94,59.02,82.48,75.99,100.88,70.44,79.4,n.s.,160.3,118.61,103.98,47.96,94.21,172.04,n.s,191,66.45,n.s.,87.25,n.s.,n.s.,85,78.1,98.19,n.s.,n.s.,n.s.,n.s.,n.s.,88.2,n.s.,81.6,71.65,n.s.,38.32,74.93,n.s.,55.77,n.s.,n.s.,31.01,n.s.,n.s.,55.14,56.69,55.77,36.65,n.s.,58.37,51.2,40,87.05,92.79,47.66,85.86,91.86,65.29,45.94,70.76,n.s.,.,.
,Balears (Illes),154.72,185.08,178.38,157.52,252.31,174.48,150.4,183.55,238.67,207.92,239.77,240.64,233.45,199.2,205.5,205.78,172.12,169.1,170.16,162.84,155,145,173.29,206.97,215.48,224.33,261.05,246.24,190.87,154.22,n.s.,178.41,n.s.,n.s.,n.s.,261.48,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,106.56,143.94,256.53,180.81,n.s.,121.49,83.38,245.97,131.93,132.03,177.77,199.12,200.32,179.58,178.78,182.05,169.75,146.27,174.36,179.05,234.11,250.95,n.s.,n.s.,95.39,191.66,191.18,168.81,162.54,195.53,235.94,253.79,231.5,-8.8,42.4
,Canarias,89.64,88.49,131.39,139.5,138.53,102.42,80.4,157.71,117.71,122.14,136.76,116.12,132.29,137.05,136.38,140.57,150.41,n.s.,n.s.,104.77,n.s.,n.s.,60.15,89.53,178.71,213.04,n.s.,115.89,110.6,60.48,n.s.,96.16,.,n.s.,n.s.,84.56,.,n.s.,n.s.,.,n.s.,.,n.s.,n.s.,.,104.73,n.s.,.,.,45.18,.,n.s.,n.s.,.,n.s.,111.52,n.s.,n.s.,n.s.,94.48,n.s.,92.51,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,.,n.s.,n.s.,n.s.,n.s.,.,n.s.,.,.
,Palmas (Las)      ,n.s.,n.s.,128.45,139.06,124.64,135.77,n.s.,130.17,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,.,n.s.,.,.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,.,.,n.s.,.,.,.,.,n.s.,.,.,n.s.,.,.,.,.,.,.,n.s.,.,.,.,.,.,n.s.,.,.,.,n.s.,.,.,.,.,.,.,.,n.s.,.,.,n.s.,.,.,.,.,n.s.,.,.,.,.,.
,Santa Cruz de Tenerife,86.76,86.16,131.84,139.99,141.23,100.02,71.4,163.03,114.35,118.47,138.78,n.s.,136.39,169.34,130.2,210.47,150.41,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,87.21,191.69,250.94,n.s.,138.98,n.s.,n.s,n.s.,n.s.,.,n.s.,n.s.,100.81,.,n.s.,n.s.,.,n.s.,.,n.s.,n.s.,.,n.s.,n.s.,.,.,n.s.,.,n.s.,n.s.,.,n.s.,n.s.,n.s.,n.s.,n.s.,94.48,n.s.,92.51,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,.,n.s.,n.s.,n.s.,n.s.,.,n.s.,.,.
,Cantabria,79.09,72.96,94.27,104.94,121.93,103.65,117.91,119.85,132.15,139.49,121.85,178.45,141.72,131.54,148.66,142.39,132.79,124.16,122.82,110.6,147.2,105.8,80.08,136.65,195.32,104.5,125.34,79.34,134.21,97.98,146.51,90.71,92.71,162.12,153.52,61.34,66.66,132.34,37.2,79.59,47.98,81.93,86.02,76.8,35.25,86.8,32.6,62.5,81.18,78.76,73.38,62.61,75.62,68.95,92.84,31.22,66.98,57.71,73.31,71.54,76.59,127.81,67.84,78.99,61.46,53.4,74.51,77.63,76.74,79.95,65.96,101.68,71.72,60.85,109.77,80.4,66.4
,Castilla y León,78.43,81.29,75.72,83.21,69.62,88.66,89.89,89.06,80.23,83.74,82.33,111.6,92.51,99.49,94.24,89.23,93.77,101.32,101.17,89.05,98.7,108.1,88.13,96.37,91.55,99.89,40.44,87.48,85.85,83.8,74.09,85.94,70.55,57.73,63.84,68.84,59.64,29.85,38.31,43.68,54.67,49.4,42.66,50.75,41.4,43.87,39.67,47.74,40.84,48.38,46.59,39.16,55.27,46.21,40.53,48.27,49.03,46.99,42.9,50.27,58.25,56.15,65.35,49.37,55.53,56.53,45.4,51.15,44.78,47.32,50.23,64.2,50.31,55.54,64.91,16.9,29.2
,Avila             ,111.35,78.56,50.17,76.73,68.12,96.9,118.21,75.16,n.s.,104.22,120.48,127.59,122.59,107.67,89.46,86.06,97.13,111.54,110.85,119.22,117.2,114.9,119.37,129.03,132.02,114.54,103.73,104.49,101.29,93.8,179.87,61.97,52.94,129.98,70.23,66.48,85.12,n.s.,56.41,57.58,n.s.,n.s.,n.s.,n.s.,.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,.,n.s.,.,.,.,34.98,39.19,.,n.s.,n.s.,51.82,81.34,.,n.s.,n.s.,n.s,n.s.,n.s.,86.26,n.s.,76.26,n.s.,.,.
,Burgos            ,93.4,101.44,n.s.,95.75,94.79,78.51,85.46,84.93,111.2,109.93,102.26,n.s.,115.36,135.85,152.37,110.94,114.96,118.63,125.92,145.12,129.5,143.7,122.97,139.27,135.57,170.54,17.69,86.55,65,50.6,101.48,78.8,45.86,55.34,65.34,118.68,86.47,23.52,51.22,37.62,32,36.17,33.31,64.17,21.61,30.92,52.1,35.02,28.93,30.03,41.64,29.5,26.68,57.23,18.17,40.48,43.83,59.53,33.09,41.08,47.81,46.37,48.77,30.39,n.s.,n.s.,22.16,41.29,24.89,35.68,28.96,37.6,50.11,74.6,73.2,-1.9,152.8
,León              ,67.98,51.09,32.55,44.06,54.76,65.74,63.96,74.2,69.57,59.95,50.32,n.s.,87.46,62.32,71.65,68.04,84.3,62.25,86.03,64.56,66.5,71,49.56,38.51,47.96,34.86,58.78,43.98,33.36,26.91,24.94,25.21,37.43,16.19,43.25,39.19,31.36,27.22,34.03,37.13,48.49,17.69,36.44,26.13,24.52,28.93,19.01,29.65,35.68,28.53,31.07,22.26,40.27,38.61,39.17,37.05,25,27.48,38.72,39.85,38.59,43.15,51.39,9.98,57.12,21.55,26,28.33,30.44,37.39,41.38,20.38,33.35,37.01,41.13,11.1,-0.6
,Palencia          ,48.68,49.2,42.35,69.86,100.35,95.45,n.s.,51.22,58.02,64.99,n.s.,85.81,43.89,66.64,91.86,66.64,59.14,75.13,78.9,72.87,71.5,88.6,65.83,28.43,71.96,83.63,77.36,47.84,71.04,86.78,48.32,64.03,136.55,n.s.,59.19,33.05,n.s.,49.59,n.s.,71.64,60.99,34.68,43.54,18.34,54.82,46.23,54.13,21.11,n.s.,n.s.,67.68,n.s.,n.s.,n.s.,49.05,48.07,50.49,35,59.24,54.57,84.72,n.s.,38.46,52.5,58.17,.,56.67,75.32,46.34,55.76,52.12,64.47,77.82,49.78,58.75,18,12.7
,Salamanca         ,90.13,172.03,132.02,n.s.,168.94,83.59,97.73,94.85,87.3,128.6,130.4,98,142.23,176.01,n.s.,134.65,121.11,165.19,158.41,137.54,141.7,131.3,75.47,199.2,194.36,195.71,165.72,169.87,160.5,128.8,81.92,128.88,95.78,n.s.,119.96,n.s.,n.s.,n.s.,118.93,n.s.,n.s.,74.95,78.71,n.s.,79.79,n.s.,n.s.,72.1,n.s.,n.s.,50.05,61.15,36.1,38,n.s.,42.48,62.04,n.s.,77.51,79.43,n.s.,n.s.,48.11,45.03,n.s.,n.s.,83.64,94.06,73.4,56.36,78.56,80.43,n.s.,53.35,136.82,156.5,74.2
,Segovia           ,76.92,65.54,101.28,66.43,65.31,106.67,94.98,n.s.,83.04,104.52,104.12,97.58,126.02,109.41,99.82,91.28,90.79,104.13,96.97,93.67,102.8,105.4,131.52,92.23,83.82,107.95,184.51,n.s.,146.32,143.94,127.05,155.33,61.54,137.76,114.22,96.12,87.92,81.42,31.19,94.71,56.06,87.63,51.48,99.08,76.35,74.87,68.39,75.11,59.95,98.19,n.s.,85.07,86.71,61.44,99.35,109.37,89.15,84.35,48.11,99.89,106.6,105.7,99.16,81.6,68.02,92.54,88.73,102.59,75.54,106.66,91.84,112.91,85.06,88.6,119.22,34.6,29.8
,Soria             ,54.72,43.3,80.17,57.34,56.47,109.76,96.88,94.56,79.01,96.26,n.s.,n.s.,81.05,91.93,94.33,97.88,80.55,87.15,88.35,53.52,75,93.7,73.27,82.51,73.82,53.87,28.57,21.03,34.93,n.s,79.66,69.31,53.84,n.s.,58.12,n.s.,n.s.,n.s.,59.69,40.92,.,39.89,34.75,n.s.,n.s.,61.11,n.s.,n.s.,61.66,n.s.,n.s.,n.s.,n.s.,50.68,48.98,34.56,39.2,.,.,59.4,n.s.,25.87,41.05,31.69,n.s.,n.s.,59.08,n.s.,73.9,36.24,11.27,34.81,n.s.,65.43,70.45,7.7,525.1
,Valladolid        ,93.7,104.45,76.24,84.94,71.84,105.02,82.95,74.94,76.98,76.56,72.89,n.s.,59.28,87.53,82.76,88.92,88.8,95.25,102.47,80.75,102.6,91.3,101.31,126.9,89.48,125.89,84.03,126.97,68.44,76.26,71.43,66.44,98.7,n.s.,49.84,65.9,46.52,43.24,34.05,29.04,70.93,47.08,41.82,37.96,24.24,18.33,22.96,33.39,28.07,45.43,50.54,n.s.,58.3,44.87,43.28,53.34,56.1,37.58,49.56,44.03,52.3,37.47,57.89,48.67,40.73,39.53,39.57,35.1,34.88,39.14,47.47,62.3,41.99,36.27,55.15,52.1,16.2
,Zamora            ,52.47,52.61,47.75,47.54,48.09,56.57,55.7,65.19,46.28,n.s.,40.34,71.03,67.65,n.s.,56.76,72.4,82.3,61.29,58.03,40.26,50.7,72.1,61.12,84.8,44.17,52.77,61.51,46.81,81.06,51.82,47.26,52.11,n.s.,65.79,48.11,n.s.,n.s.,n.s.,n.s.,62.57,n.s.,39.95,42.88,46.58,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,49.21,n.s.,74,53.07,74.52,49.65,29.17,n.s.,50.43,37.74,45.25,n.s.,56.79,11.98,n.s.,n.s.,n.s.,n.s.,58.05,42.55,69.55,n.s.,24.89,40.94,49.82,21.7,-28.4
,Castilla-La Mancha,74.95,84.73,79.64,89.42,106.44,109.89,116.47,113.36,107.11,131.85,121.81,159.6,151.45,162.23,169.3,161.73,134.11,116.83,111.47,123.2,118.4,102.6,102.16,197.57,145.09,182.44,129.02,155.75,143.24,133.23,132.28,89.32,98.35,92.89,85.9,80.07,94.62,82.52,85.9,66.69,77.93,78.65,65.25,81.32,88.22,83.35,75.92,74.37,76.9,73.1,69.83,69.5,78.16,84.68,98.04,72.47,61.96,67.74,73.16,36.79,66.64,72.8,66.16,92.05,65.22,75.11,60.35,83.35,43.31,67.08,64.19,72.87,94.32,68.86,86.25,25.3,34.4
,Albacete          ,n.s.,68.24,60.74,46.68,45.26,64.95,45.51,53.55,65.46,79.12,75.54,90.32,81.63,93.59,101.59,97.69,81.57,66.55,60.86,68.94,87.6,85,98.7,103.06,76.75,113.43,96.56,93.41,104.75,75.98,107.58,71.9,97.98,57.92,90.86,91.36,106.99,57.69,58.32,63.66,90.69,73.58,63.54,79.82,79.11,132.84,90.76,70.81,57.13,73.54,46.29,n.s.,54.52,61.16,67.84,58.45,89.44,48,42.02,66.51,54,71.23,61.41,62.28,n.s.,n.s.,42.53,65.59,52.93,71.82,49.39,66.7,52.2,72.86,74.5,2.3,50.8
,Ciudad Real       ,58.67,41.33,45.87,37.77,42.49,42.87,40.52,41.75,57.45,61.82,61.85,110.58,108.87,74.45,91.71,87.13,73.87,78.37,75.23,58.33,69,64.4,60.31,66.09,68.67,65.17,50.06,59.07,68.2,67.21,59.97,71.95,96.83,69.29,62.8,56.3,61.03,72.29,88.45,40.21,42.24,77.87,56.6,66.7,32.27,53.8,58.75,48.2,64.58,73.49,39.47,56.18,61.57,49.34,59.89,51.38,62.89,91.53,86.82,48.24,66.01,84.55,41.92,70.06,48.27,56.8,33.94,62.5,66.97,59.44,68.13,30.6,59.15,49.41,65.02,31.6,-4.6
,Cuenca            ,42.58,34.96,34.14,41.5,68.78,45.96,39.03,44.14,41.24,38.06,48.2,78.73,67.1,81.25,70.62,98.61,74.8,60.77,74.61,95.75,80.3,85.4,55.11,72.01,100.41,96.51,57.94,75.24,56.47,80.83,70.34,91.32,61.15,62.43,55.32,47.17,60.25,54.11,65.03,72.71,53.42,84.59,70.59,86.67,50.45,61.74,n.s.,32.38,88.77,50.96,62.83,94.7,77.28,45.7,67.12,50.07,51.92,n.s.,50.87,88.97,69.21,51.09,66.7,44.56,n.s.,69.73,36.94,38.57,42.8,84.75,57.8,68.45,64.67,91.75,51.06,-44.3,-11.7
,Guadalajara       ,64.75,107.3,95.93,89.71,126.96,112.81,113.24,82.18,118.02,121.89,163.4,165.08,119.59,147.75,140.2,n.s.,164.51,123.42,132.55,114.47,121.8,146.5,130.05,162.86,150.66,164.32,77.64,164.4,44.76,147.09,124.48,145.32,113.23,143.63,121.53,118.99,144.7,98.89,53.82,116.14,97.56,110.5,60.8,81.45,82.04,92.37,69.63,97.03,34.15,86.73,69.14,49.83,88.16,112.36,160.76,99.5,101.93,96.92,88.81,43.3,46.23,68.48,93.62,126.16,67.15,99.01,67.28,99.55,78.85,84.6,97.84,86.08,117.05,46.9,106.93,128,9.3
