seccion_codigo;distrito_codigo;distrito_nombre;municipio_codigo;municipio_nombre;superficie_km2
00101001;00101;;001;ACEBEDA, LA;21.86
00201001;00201;;002;AJALVIR;12.81
00201002;00201;;002;AJALVIR;6.99
00301001;00301;;003;ALAMEDA DEL VALLE;25.70
00401001;00401;;004;ALAMO, EL;5.04
00401002;00401;;004;ALAMO, EL;12.71
00401003;00401;;004;ALAMO, EL;0.39
00401004;00401;;004;ALAMO, EL;3.86
00501001;00501;;005;ALCALA DE HENARES;0.18
00501002;00501;;005;ALCALA DE HENARES;0.09
00501003;00501;;005;ALCALA DE HENARES;0.20
00501004;00501;;005;ALCALA DE HENARES;0.03
00501005;00501;;005;ALCALA DE HENARES;0.25
00501006;00501;;005;ALCALA DE HENARES;0.12
00501007;00501;;005;ALCALA DE HENARES;0.03
00501008;00501;;005;ALCALA DE HENARES;0.01
00501009;00501;;005;ALCALA DE HENARES;0.01
00501010;00501;;005;ALCALA DE HENARES;0.10
00501011;00501;;005;ALCALA DE HENARES;0.07
00501012;00501;;005;ALCALA DE HENARES;0.11
00501013;00501;;005;ALCALA DE HENARES;0.03
00501014;00501;;005;ALCALA DE HENARES;0.06
00501015;00501;;005;ALCALA DE HENARES;0.07
00501016;00501;;005;ALCALA DE HENARES;0.12
00501017;00501;;005;ALCALA DE HENARES;0.03
00501018;00501;;005;ALCALA DE HENARES;0.04
00501020;00501;;005;ALCALA DE HENARES;0.07
00501021;00501;;005;ALCALA DE HENARES;0.04
00501022;00501;;005;ALCALA DE HENARES;0.04
00501023;00501;;005;ALCALA DE HENARES;0.05
00501024;00501;;005;ALCALA DE HENARES;0.03
00502001;00502;;005;ALCALA DE HENARES;0.03
00502002;00502;;005;ALCALA DE HENARES;0.03
00502003;00502;;005;ALCALA DE HENARES;0.02
00502004;00502;;005;ALCALA DE HENARES;0.03
00502005;00502;;005;ALCALA DE HENARES;0.02
00502006;00502;;005;ALCALA DE HENARES;0.04
00502007;00502;;005;ALCALA DE HENARES;0.05
00502008;00502;;005;ALCALA DE HENARES;5.53
00502009;00502;;005;ALCALA DE HENARES;0.03
00502010;00502;;005;ALCALA DE HENARES;0.03
00502011;00502;;005;ALCALA DE HENARES;0.09
00502012;00502;;005;ALCALA DE HENARES;0.07
00502013;00502;;005;ALCALA DE HENARES;0.06
00502014;00502;;005;ALCALA DE HENARES;0.07
00502015;00502;;005;ALCALA DE HENARES;0.03
00502016;00502;;005;ALCALA DE HENARES;0.02
00502017;00502;;005;ALCALA DE HENARES;0.03
00502018;00502;;005;ALCALA DE HENARES;0.04
00502019;00502;;005;ALCALA DE HENARES;0.08
00502020;00502;;005;ALCALA DE HENARES;0.04
00502021;00502;;005;ALCALA DE HENARES;0.06
00502022;00502;;005;ALCALA DE HENARES;0.01
00502023;00502;;005;ALCALA DE HENARES;0.02
00502024;00502;;005;ALCALA DE HENARES;0.03
00502025;00502;;005;ALCALA DE HENARES;0.03
00502026;00502;;005;ALCALA DE HENARES;0.04
00502027;00502;;005;ALCALA DE HENARES;8.66
00502028;00502;;005;ALCALA DE HENARES;0.13
00502029;00502;;005;ALCALA DE HENARES;0.19
00502030;00502;;005;ALCALA DE HENARES;0.01
00502031;00502;;005;ALCALA DE HENARES;0.16
00502032;00502;;005;ALCALA DE HENARES;0.03
00502033;00502;;005;ALCALA DE HENARES;0.02
00502034;00502;;005;ALCALA DE HENARES;0.03
00502035;00502;;005;ALCALA DE HENARES;0.02
00502036;00502;;005;ALCALA DE HENARES;0.36
00502037;00502;;005;ALCALA DE HENARES;0.07
00503001;00503;;005;ALCALA DE HENARES;0.03
00503002;00503;;005;ALCALA DE HENARES;0.02
00503003;00503;;005;ALCALA DE HENARES;0.02
00503004;00503;;005;ALCALA DE HENARES;0.10
00503005;00503;;005;ALCALA DE HENARES;0.02
00503006;00503;;005;ALCALA DE HENARES;0.17
00503007;00503;;005;ALCALA DE HENARES;8.82
00503008;00503;;005;ALCALA DE HENARES;0.03
00503009;00503;;005;ALCALA DE HENARES;0.05
00503011;00503;;005;ALCALA DE HENARES;0.11
00503012;00503;;005;ALCALA DE HENARES;0.08
00503013;00503;;005;ALCALA DE HENARES;7.30
00503014;00503;;005;ALCALA DE HENARES;9.83
00503015;00503;;005;ALCALA DE HENARES;0.28
00503016;00503;;005;ALCALA DE HENARES;0.20
00503017;00503;;005;ALCALA DE HENARES;0.82
00504001;00504;;005;ALCALA DE HENARES;8.89
00504002;00504;;005;ALCALA DE HENARES;0.17
00504003;00504;;005;ALCALA DE HENARES;0.18
00504004;00504;;005;ALCALA DE HENARES;0.12
00504005;00504;;005;ALCALA DE HENARES;0.27
00504006;00504;;005;ALCALA DE HENARES;0.29
00504007;00504;;005;ALCALA DE HENARES;0.14
00504008;00504;;005;ALCALA DE HENARES;0.15
00504009;00504;;005;ALCALA DE HENARES;0.61
00504010;00504;;005;ALCALA DE HENARES;0.29
00504011;00504;;005;ALCALA DE HENARES;0.13
00504012;00504;;005;ALCALA DE HENARES;0.17
00504013;00504;;005;ALCALA DE HENARES;0.10
00504014;00504;;005;ALCALA DE HENARES;0.14
00504015;00504;;005;ALCALA DE HENARES;2.78
00504016;00504;;005;ALCALA DE HENARES;0.15
00504017;00504;;005;ALCALA DE HENARES;0.55
00505001;00505;;005;ALCALA DE HENARES;0.04
00505002;00505;;005;ALCALA DE HENARES;0.03
00505003;00505;;005;ALCALA DE HENARES;0.04
00505004;00505;;005;ALCALA DE HENARES;0.02
00505005;00505;;005;ALCALA DE HENARES;0.04
00505006;00505;;005;ALCALA DE HENARES;0.03
00505007;00505;;005;ALCALA DE HENARES;0.09
00505008;00505;;005;ALCALA DE HENARES;0.06
00505009;00505;;005;ALCALA DE HENARES;16.16
00505010;00505;;005;ALCALA DE HENARES;0.02
00505011;00505;;005;ALCALA DE HENARES;0.02
00505012;00505;;005;ALCALA DE HENARES;0.04
00505013;00505;;005;ALCALA DE HENARES;0.27
00505014;00505;;005;ALCALA DE HENARES;0.05
00505015;00505;;005;ALCALA DE HENARES;0.15
00505016;00505;;005;ALCALA DE HENARES;0.19
00505017;00505;;005;ALCALA DE HENARES;0.04
00505018;00505;;005;ALCALA DE HENARES;0.04
00505019;00505;;005;ALCALA DE HENARES;0.01
00505020;00505;;005;ALCALA DE HENARES;2.83
00505021;00505;;005;ALCALA DE HENARES;0.03
00505022;00505;;005;ALCALA DE HENARES;5.79
00505023;00505;;005;ALCALA DE HENARES;0.02
00505024;00505;;005;ALCALA DE HENARES;0.03
00505025;00505;;005;ALCALA DE HENARES;0.02
00505026;00505;;005;ALCALA DE HENARES;0.03
00505027;00505;;005;ALCALA DE HENARES;0.01
00505028;00505;;005;ALCALA DE HENARES;0.06
00505029;00505;;005;ALCALA DE HENARES;0.11
00505030;00505;;005;ALCALA DE HENARES;0.22
00505031;00505;;005;ALCALA DE HENARES;0.31
00505032;00505;;005;ALCALA DE HENARES;0.31
00601001;00601;;006;ALCOBENDAS;0.04
00601002;00601;;006;ALCOBENDAS;0.06
00601003;00601;;006;ALCOBENDAS;0.05
00601004;00601;;006;ALCOBENDAS;0.06
00601005;00601;;006;ALCOBENDAS;0.04
00601006;00601;;006;ALCOBENDAS;0.03
00601007;00601;;006;ALCOBENDAS;0.04
00601008;00601;;006;ALCOBENDAS;0.03
00601009;00601;;006;ALCOBENDAS;0.06
00601011;00601;;006;ALCOBENDAS;0.01
00601012;00601;;006;ALCOBENDAS;0.01
00601013;00601;;006;ALCOBENDAS;0.03
00601014;00601;;006;ALCOBENDAS;0.04
00601015;00601;;006;ALCOBENDAS;0.09
00601016;00601;;006;ALCOBENDAS;0.06
00601017;00601;;006;ALCOBENDAS;0.02
00601018;00601;;006;ALCOBENDAS;0.07
00601019;00601;;006;ALCOBENDAS;0.01
00601020;00601;;006;ALCOBENDAS;0.02
00601021;00601;;006;ALCOBENDAS;0.04
00601022;00601;;006;ALCOBENDAS;0.03
00601023;00601;;006;ALCOBENDAS;0.04
00601024;00601;;006;ALCOBENDAS;0.04
00601025;00601;;006;ALCOBENDAS;0.09
00601026;00601;;006;ALCOBENDAS;0.04
00601027;00601;;006;ALCOBENDAS;0.07
00601028;00601;;006;ALCOBENDAS;0.06
00601029;00601;;006;ALCOBENDAS;0.03
00601030;00601;;006;ALCOBENDAS;0.17
00601031;00601;;006;ALCOBENDAS;0.05
00601032;00601;;006;ALCOBENDAS;0.09
00601033;00601;;006;ALCOBENDAS;0.50
00601034;00601;;006;ALCOBENDAS;0.16
00601035;00601;;006;ALCOBENDAS;2.14
00601036;00601;;006;ALCOBENDAS;3.00
00601037;00601;;006;ALCOBENDAS;0.69
00601038;00601;;006;ALCOBENDAS;0.09
00601039;00601;;006;ALCOBENDAS;0.31
00601040;00601;;006;ALCOBENDAS;1.58
00601041;00601;;006;ALCOBENDAS;0.33
00601042;00601;;006;ALCOBENDAS;0.03
00601043;00601;;006;ALCOBENDAS;0.02
00601044;00601;;006;ALCOBENDAS;0.08
00601045;00601;;006;ALCOBENDAS;0.07
00601046;00601;;006;ALCOBENDAS;0.08
00601047;00601;;006;ALCOBENDAS;0.16
00601048;00601;;006;ALCOBENDAS;0.39
00601049;00601;;006;ALCOBENDAS;0.04
00601050;00601;;006;ALCOBENDAS;0.07
00601051;00601;;006;ALCOBENDAS;0.14
00601052;00601;;006;ALCOBENDAS;0.28
00601053;00601;;006;ALCOBENDAS;0.08
00601054;00601;;006;ALCOBENDAS;0.32
00601055;00601;;006;ALCOBENDAS;0.07
00601056;00601;;006;ALCOBENDAS;0.07
00601057;00601;;006;ALCOBENDAS;0.24
00601058;00601;;006;ALCOBENDAS;0.06
00601059;00601;;006;ALCOBENDAS;0.50
00601060;00601;;006;ALCOBENDAS;15.49
00601061;00601;;006;ALCOBENDAS;0.12
00601062;00601;;006;ALCOBENDAS;0.08
00601063;00601;;006;ALCOBENDAS;0.13
00601064;00601;;006;ALCOBENDAS;0.12
00601065;00601;;006;ALCOBENDAS;0.17
00601066;00601;;006;ALCOBENDAS;0.19
00601067;00601;;006;ALCOBENDAS;15.52
00601068;00601;;006;ALCOBENDAS;0.43
00701001;00701;;007;ALCORCON;17.57
00701002;00701;;007;ALCORCON;0.12
00701003;00701;;007;ALCORCON;0.03
00701004;00701;;007;ALCORCON;0.02
00701005;00701;;007;ALCORCON;0.04
00701006;00701;;007;ALCORCON;0.02
00701007;00701;;007;ALCORCON;0.04
00701008;00701;;007;ALCORCON;0.04
00701010;00701;;007;ALCORCON;0.03
00701011;00701;;007;ALCORCON;0.02
00701012;00701;;007;ALCORCON;0.02
00701013;00701;;007;ALCORCON;0.02
00701014;00701;;007;ALCORCON;0.02
00701015;00701;;007;ALCORCON;1.59
00701016;00701;;007;ALCORCON;0.75
00701017;00701;;007;ALCORCON;0.41
00701018;00701;;007;ALCORCON;1.21
00701019;00701;;007;ALCORCON;0.12
00701020;00701;;007;ALCORCON;0.56
00702001;00702;;007;ALCORCON;0.04
00702002;00702;;007;ALCORCON;0.02
00702003;00702;;007;ALCORCON;0.03
00702004;00702;;007;ALCORCON;0.03
00702005;00702;;007;ALCORCON;0.03
00702006;00702;;007;ALCORCON;0.03
00702007;00702;;007;ALCORCON;0.03
00702008;00702;;007;ALCORCON;0.03
00702009;00702;;007;ALCORCON;0.05
00702010;00702;;007;ALCORCON;0.04
00702011;00702;;007;ALCORCON;0.03
00702012;00702;;007;ALCORCON;0.05
00702013;00702;;007;ALCORCON;0.04
00702014;00702;;007;ALCORCON;0.04
00702015;00702;;007;ALCORCON;1.61
00702016;00702;;007;ALCORCON;0.25
00702017;00702;;007;ALCORCON;0.04
00702019;00702;;007;ALCORCON;0.05
00702020;00702;;007;ALCORCON;0.12
00702021;00702;;007;ALCORCON;0.08
00702022;00702;;007;ALCORCON;0.06
00702023;00702;;007;ALCORCON;0.02
00702024;00702;;007;ALCORCON;0.01
00702025;00702;;007;ALCORCON;0.01
00702026;00702;;007;ALCORCON;0.01
00702027;00702;;007;ALCORCON;0.12
00702028;00702;;007;ALCORCON;0.05
00702029;00702;;007;ALCORCON;0.04
00702030;00702;;007;ALCORCON;0.12
00702031;00702;;007;ALCORCON;0.04
00702032;00702;;007;ALCORCON;0.05
00702033;00702;;007;ALCORCON;0.23
00702034;00702;;007;ALCORCON;0.09
00702035;00702;;007;ALCORCON;0.05
00702036;00702;;007;ALCORCON;0.04
00702037;00702;;007;ALCORCON;0.07
00702038;00702;;007;ALCORCON;0.07
00703001;00703;;007;ALCORCON;0.04
00703002;00703;;007;ALCORCON;0.03
00703003;00703;;007;ALCORCON;0.01
00703004;00703;;007;ALCORCON;0.02
00703005;00703;;007;ALCORCON;0.03
00703006;00703;;007;ALCORCON;0.02
00703007;00703;;007;ALCORCON;0.02
00703008;00703;;007;ALCORCON;0.01
00703009;00703;;007;ALCORCON;0.04
00703010;00703;;007;ALCORCON;0.03
00703011;00703;;007;ALCORCON;0.02
00703012;00703;;007;ALCORCON;0.05
00703013;00703;;007;ALCORCON;0.06
00703014;00703;;007;ALCORCON;0.04
00703015;00703;;007;ALCORCON;0.04
00703016;00703;;007;ALCORCON;0.08
00703017;00703;;007;ALCORCON;0.04
00703018;00703;;007;ALCORCON;0.03
00703019;00703;;007;ALCORCON;0.03
00703020;00703;;007;ALCORCON;0.02
00703021;00703;;007;ALCORCON;0.57
00703022;00703;;007;ALCORCON;0.22
00703023;00703;;007;ALCORCON;0.02
00703024;00703;;007;ALCORCON;0.02
00703025;00703;;007;ALCORCON;0.01
00703026;00703;;007;ALCORCON;0.02
00703027;00703;;007;ALCORCON;0.01
00703028;00703;;007;ALCORCON;0.01
00703029;00703;;007;ALCORCON;0.02
00704001;00704;;007;ALCORCON;0.01
00704002;00704;;007;ALCORCON;0.02
00704003;00704;;007;ALCORCON;0.02
00704004;00704;;007;ALCORCON;0.02
00704005;00704;;007;ALCORCON;0.02
00704006;00704;;007;ALCORCON;0.03
00704007;00704;;007;ALCORCON;0.03
00704008;00704;;007;ALCORCON;0.03
00704009;00704;;007;ALCORCON;0.02
00704010;00704;;007;ALCORCON;0.01
00704011;00704;;007;ALCORCON;0.02
00704012;00704;;007;ALCORCON;0.02
00704013;00704;;007;ALCORCON;0.02
00704014;00704;;007;ALCORCON;0.02
00704015;00704;;007;ALCORCON;0.02
00704016;00704;;007;ALCORCON;0.03
00704017;00704;;007;ALCORCON;0.03
00704018;00704;;007;ALCORCON;0.06
00704019;00704;;007;ALCORCON;0.02
00704020;00704;;007;ALCORCON;0.04
00704021;00704;;007;ALCORCON;0.02
00704022;00704;;007;ALCORCON;0.05
00704023;00704;;007;ALCORCON;0.43
00704024;00704;;007;ALCORCON;0.52
00704025;00704;;007;ALCORCON;0.11
00704026;00704;;007;ALCORCON;0.14
00704027;00704;;007;ALCORCON;0.91
00704028;00704;;007;ALCORCON;0.27
00704029;00704;;007;ALCORCON;0.08
00704030;00704;;007;ALCORCON;0.15
00704031;00704;;007;ALCORCON;0.15
00704032;00704;;007;ALCORCON;0.37
00704033;00704;;007;ALCORCON;1.29
00704034;00704;;007;ALCORCON;0.21
00704035;00704;;007;ALCORCON;0.47
00801001;00801;;008;ALDEA DEL FRESNO;51.66
00901001;00901;;009;ALGETE;11.89
00901002;00901;;009;ALGETE;0.17
00901003;00901;;009;ALGETE;0.12
00901004;00901;;009;ALGETE;1.11
00901005;00901;;009;ALGETE;0.14
00901006;00901;;009;ALGETE;0.10
00901007;00901;;009;ALGETE;5.12
00901008;00901;;009;ALGETE;13.95
00901009;00901;;009;ALGETE;5.41
01001001;01001;;010;ALPEDRETE;5.24
01001002;01001;;010;ALPEDRETE;0.37
01001003;01001;;010;ALPEDRETE;1.71
01001004;01001;;010;ALPEDRETE;1.06
01001005;01001;;010;ALPEDRETE;1.60
01001006;01001;;010;ALPEDRETE;0.82
01001007;01001;;010;ALPEDRETE;1.20
01001008;01001;;010;ALPEDRETE;0.66
01101001;01101;;011;AMBITE;25.80
01201001;01201;;012;ANCHUELO;21.59
01301001;01301;;013;ARANJUEZ;0.12
01301002;01301;;013;ARANJUEZ;0.14
01301003;01301;;013;ARANJUEZ;0.16
01301004;01301;;013;ARANJUEZ;0.03
01301005;01301;;013;ARANJUEZ;0.03
01301006;01301;;013;ARANJUEZ;0.10
01301007;01301;;013;ARANJUEZ;0.12
01301008;01301;;013;ARANJUEZ;0.68
01301009;01301;;013;ARANJUEZ;0.07
01302001;01302;;013;ARANJUEZ;0.07
01302002;01302;;013;ARANJUEZ;0.37
01302003;01302;;013;ARANJUEZ;0.12
01302004;01302;;013;ARANJUEZ;0.10
01302005;01302;;013;ARANJUEZ;0.10
01302006;01302;;013;ARANJUEZ;0.06
01302007;01302;;013;ARANJUEZ;0.57
01302008;01302;;013;ARANJUEZ;0.08
01303001;01303;;013;ARANJUEZ;0.06
01303002;01303;;013;ARANJUEZ;0.24
01303003;01303;;013;ARANJUEZ;0.11
01303004;01303;;013;ARANJUEZ;0.13
01303005;01303;;013;ARANJUEZ;0.12
01303006;01303;;013;ARANJUEZ;0.33
01303007;01303;;013;ARANJUEZ;0.04
01303008;01303;;013;ARANJUEZ;0.76
01303009;01303;;013;ARANJUEZ;0.29
01303010;01303;;013;ARANJUEZ;0.21
01304001;01304;;013;ARANJUEZ;0.11
01304002;01304;;013;ARANJUEZ;0.33
01304003;01304;;013;ARANJUEZ;180.50
01304004;01304;;013;ARANJUEZ;1.35
01304005;01304;;013;ARANJUEZ;1.49
01401001;01401;;014;ARGANDA DEL REY;0.17
01401002;01401;;014;ARGANDA DEL REY;0.08
01401003;01401;;014;ARGANDA DEL REY;0.08
01401004;01401;;014;ARGANDA DEL REY;0.06
01401005;01401;;014;ARGANDA DEL REY;0.08
01401006;01401;;014;ARGANDA DEL REY;0.04
01401007;01401;;014;ARGANDA DEL REY;0.12
01401008;01401;;014;ARGANDA DEL REY;0.14
01401009;01401;;014;ARGANDA DEL REY;0.15
01401010;01401;;014;ARGANDA DEL REY;0.16
01401011;01401;;014;ARGANDA DEL REY;6.05
01401012;01401;;014;ARGANDA DEL REY;0.10
01401013;01401;;014;ARGANDA DEL REY;27.22
01401014;01401;;014;ARGANDA DEL REY;29.79
01401015;01401;;014;ARGANDA DEL REY;0.08
01401016;01401;;014;ARGANDA DEL REY;0.04
01401017;01401;;014;ARGANDA DEL REY;0.15
01401018;01401;;014;ARGANDA DEL REY;0.16
01401019;01401;;014;ARGANDA DEL REY;1.57
01401020;01401;;014;ARGANDA DEL REY;0.40
01401021;01401;;014;ARGANDA DEL REY;0.76
01401022;01401;;014;ARGANDA DEL REY;10.22
01401023;01401;;014;ARGANDA DEL REY;0.12
01401024;01401;;014;ARGANDA DEL REY;0.72
01401025;01401;;014;ARGANDA DEL REY;0.23
01401026;01401;;014;ARGANDA DEL REY;1.58
01501001;01501;;015;ARROYOMOLINOS;0.53
01501002;01501;;015;ARROYOMOLINOS;0.39
01501003;01501;;015;ARROYOMOLINOS;5.23
01501004;01501;;015;ARROYOMOLINOS;0.36
01501005;01501;;015;ARROYOMOLINOS;0.69
01501006;01501;;015;ARROYOMOLINOS;0.28
01501007;01501;;015;ARROYOMOLINOS;3.58
01501008;01501;;015;ARROYOMOLINOS;0.66
01501009;01501;;015;ARROYOMOLINOS;0.72
01501010;01501;;015;ARROYOMOLINOS;0.70
01501011;01501;;015;ARROYOMOLINOS;4.32
01501012;01501;;015;ARROYOMOLINOS;2.73
01501013;01501;;015;ARROYOMOLINOS;0.17
01501014;01501;;015;ARROYOMOLINOS;0.42
01601001;01601;;016;ATAZAR, EL;28.43
01701001;01701;;017;BATRES;21.36
01801001;01801;;018;BECERRIL DE LA SIERRA;10.17
01801002;01801;;018;BECERRIL DE LA SIERRA;19.47
01901001;01901;;019;BELMONTE DE TAJO;24.07
02001001;02001;;020;BERZOSA DEL LOZOYA;14.62
02101001;02101;;021;BERRUECO, EL;28.40
02201001;02201;;022;BOADILLA DEL MONTE;0.05
02201002;02201;;022;BOADILLA DEL MONTE;4.60
02201003;02201;;022;BOADILLA DEL MONTE;2.89
02201004;02201;;022;BOADILLA DEL MONTE;3.46
02201005;02201;;022;BOADILLA DEL MONTE;0.97
02201006;02201;;022;BOADILLA DEL MONTE;0.16
02201007;02201;;022;BOADILLA DEL MONTE;1.30
02201008;02201;;022;BOADILLA DEL MONTE;6.24
02201009;02201;;022;BOADILLA DEL MONTE;0.73
02201010;02201;;022;BOADILLA DEL MONTE;12.49
02201011;02201;;022;BOADILLA DEL MONTE;0.14
02201012;02201;;022;BOADILLA DEL MONTE;0.34
02201013;02201;;022;BOADILLA DEL MONTE;0.35
02201014;02201;;022;BOADILLA DEL MONTE;0.20
02201015;02201;;022;BOADILLA DEL MONTE;0.22
02201016;02201;;022;BOADILLA DEL MONTE;0.18
02201017;02201;;022;BOADILLA DEL MONTE;0.32
02201018;02201;;022;BOADILLA DEL MONTE;0.13
02201019;02201;;022;BOADILLA DEL MONTE;6.34
02201020;02201;;022;BOADILLA DEL MONTE;0.34
02201021;02201;;022;BOADILLA DEL MONTE;0.20
02201022;02201;;022;BOADILLA DEL MONTE;1.70
02201023;02201;;022;BOADILLA DEL MONTE;0.17
02201024;02201;;022;BOADILLA DEL MONTE;0.29
02201025;02201;;022;BOADILLA DEL MONTE;1.26
02201026;02201;;022;BOADILLA DEL MONTE;0.21
02201027;02201;;022;BOADILLA DEL MONTE;2.11
02301001;02301;;023;BOALO, EL;9.45
02301002;02301;;023;BOALO, EL;3.95
02301003;02301;;023;BOALO, EL;10.81
02301004;02301;;023;BOALO, EL;15.20
02401001;02401;;024;BRAOJOS;24.93
02501001;02501;;025;BREA DE TAJO;44.73
02601001;02601;;026;BRUNETE;0.26
02601002;02601;;026;BRUNETE;20.41
02601003;02601;;026;BRUNETE;9.58
02601004;02601;;026;BRUNETE;8.62
02601005;02601;;026;BRUNETE;10.31
02701001;02701;;027;BUITRAGO DEL LOZOYA;25.92
02801001;02801;;028;BUSTARVIEJO;56.13
02901001;02901;;029;CABANILLAS DE LA SIERRA;13.81
03001001;03001;;030;CABRERA, LA;22.14
03101001;03101;;031;CADALSO DE LOS VIDRIOS;21.21
03101002;03101;;031;CADALSO DE LOS VIDRIOS;26.64
03201001;03201;;032;CAMARMA DE ESTERUELAS;14.01
03201002;03201;;032;CAMARMA DE ESTERUELAS;0.90
03201003;03201;;032;CAMARMA DE ESTERUELAS;20.24
03301001;03301;;033;CAMPO REAL;27.81
03301002;03301;;033;CAMPO REAL;26.96
03301003;03301;;033;CAMPO REAL;6.98
03401001;03401;;034;CANENCIA;54.18
03501001;03501;;035;CARABA/A;47.64
03601001;03601;;036;CASARRUBUELOS;3.71
03601002;03601;;036;CASARRUBUELOS;1.62
03701001;03701;;037;CENICIENTOS;54.78
03701002;03701;;037;CENICIENTOS;13.47
03801001;03801;;038;CERCEDILLA;1.21
03801002;03801;;038;CERCEDILLA;25.32
03801003;03801;;038;CERCEDILLA;14.29
03901001;03901;;039;CERVERA DE BUITRAGO;11.54
04001001;04001;;040;CIEMPOZUELOS;0.47
04001002;04001;;040;CIEMPOZUELOS;0.10
04001003;04001;;040;CIEMPOZUELOS;0.12
04002001;04002;;040;CIEMPOZUELOS;0.45
04002002;04002;;040;CIEMPOZUELOS;0.11
04002003;04002;;040;CIEMPOZUELOS;0.23
04002004;04002;;040;CIEMPOZUELOS;0.82
04002005;04002;;040;CIEMPOZUELOS;0.33
04002006;04002;;040;CIEMPOZUELOS;44.37
04003001;04003;;040;CIEMPOZUELOS;0.11
04003002;04003;;040;CIEMPOZUELOS;2.30
04101001;04101;;041;COBE/A;12.71
04101002;04101;;041;COBE/A;7.46
04101003;04101;;041;COBE/A;0.62
04201001;04201;;042;COLMENAR DEL ARROYO;49.31
04301001;04301;;043;COLMENAR DE OREJA;29.96
04301002;04301;;043;COLMENAR DE OREJA;7.10
04302001;04302;;043;COLMENAR DE OREJA;3.27
04302002;04302;;043;COLMENAR DE OREJA;48.68
04302003;04302;;043;COLMENAR DE OREJA;37.32
04401001;04401;;044;COLMENAREJO;0.83
04401002;04401;;044;COLMENAREJO;9.47
04401003;04401;;044;COLMENAREJO;7.32
04401004;04401;;044;COLMENAREJO;13.87
04501001;04501;;045;COLMENAR VIEJO;0.27
04501002;04501;;045;COLMENAR VIEJO;0.21
04501003;04501;;045;COLMENAR VIEJO;0.11
04501004;04501;;045;COLMENAR VIEJO;0.09
04501005;04501;;045;COLMENAR VIEJO;0.15
04501006;04501;;045;COLMENAR VIEJO;0.14
04501007;04501;;045;COLMENAR VIEJO;0.09
04501008;04501;;045;COLMENAR VIEJO;0.36
04501009;04501;;045;COLMENAR VIEJO;0.07
04501010;04501;;045;COLMENAR VIEJO;0.08
04501011;04501;;045;COLMENAR VIEJO;0.27
04501012;04501;;045;COLMENAR VIEJO;0.89
04501013;04501;;045;COLMENAR VIEJO;1.43
04501014;04501;;045;COLMENAR VIEJO;0.10
04501015;04501;;045;COLMENAR VIEJO;0.20
04501016;04501;;045;COLMENAR VIEJO;174.60
04501017;04501;;045;COLMENAR VIEJO;0.61
04501018;04501;;045;COLMENAR VIEJO;0.13
04501019;04501;;045;COLMENAR VIEJO;0.14
04501020;04501;;045;COLMENAR VIEJO;0.30
04501021;04501;;045;COLMENAR VIEJO;0.37
04501022;04501;;045;COLMENAR VIEJO;0.23
04501023;04501;;045;COLMENAR VIEJO;1.28
04501024;04501;;045;COLMENAR VIEJO;0.74
04601001;04601;;046;COLLADO MEDIANO;2.78
04601002;04601;;046;COLLADO MEDIANO;4.29
04601003;04601;;046;COLLADO MEDIANO;8.38
04601004;04601;;046;COLLADO MEDIANO;6.74
04701001;04701;;047;COLLADO VILLALBA;1.43
04701002;04701;;047;COLLADO VILLALBA;0.06
04701003;04701;;047;COLLADO VILLALBA;0.39
04701004;04701;;047;COLLADO VILLALBA;0.12
04701005;04701;;047;COLLADO VILLALBA;0.13
04701006;04701;;047;COLLADO VILLALBA;0.06
04701007;04701;;047;COLLADO VILLALBA;0.13
04701008;04701;;047;COLLADO VILLALBA;0.24
04701009;04701;;047;COLLADO VILLALBA;1.20
04701010;04701;;047;COLLADO VILLALBA;0.07
04701011;04701;;047;COLLADO VILLALBA;0.10
04701012;04701;;047;COLLADO VILLALBA;0.08
04701013;04701;;047;COLLADO VILLALBA;0.29
04701014;04701;;047;COLLADO VILLALBA;0.20
04701015;04701;;047;COLLADO VILLALBA;0.05
04701016;04701;;047;COLLADO VILLALBA;0.23
04701017;04701;;047;COLLADO VILLALBA;0.59
04701018;04701;;047;COLLADO VILLALBA;6.51
04701019;04701;;047;COLLADO VILLALBA;1.43
04701020;04701;;047;COLLADO VILLALBA;0.78
04701021;04701;;047;COLLADO VILLALBA;0.27
04701022;04701;;047;COLLADO VILLALBA;0.08
04701023;04701;;047;COLLADO VILLALBA;0.12
04701024;04701;;047;COLLADO VILLALBA;0.53
04701025;04701;;047;COLLADO VILLALBA;3.46
04701026;04701;;047;COLLADO VILLALBA;2.27
04701027;04701;;047;COLLADO VILLALBA;0.13
04701028;04701;;047;COLLADO VILLALBA;0.28
04701029;04701;;047;COLLADO VILLALBA;0.15
04701030;04701;;047;COLLADO VILLALBA;0.34
04701031;04701;;047;COLLADO VILLALBA;3.33
04701032;04701;;047;COLLADO VILLALBA;0.12
04801001;04801;;048;CORPA;25.94
04901001;04901;;049;COSLADA;0.02
04901002;04901;;049;COSLADA;0.29
04901003;04901;;049;COSLADA;0.07
04901004;04901;;049;COSLADA;0.06
04901005;04901;;049;COSLADA;0.03
04901006;04901;;049;COSLADA;0.05
04901007;04901;;049;COSLADA;0.09
04901008;04901;;049;COSLADA;0.03
04901009;04901;;049;COSLADA;0.01
04901010;04901;;049;COSLADA;0.03
04901011;04901;;049;COSLADA;0.02
04901013;04901;;049;COSLADA;0.06
